Coin,Sentiment,total_pnl,trades,win_rate
XRP,Extreme Fear,23.807004,15,0.2
XRP,Extreme Greed,-69.98965700000001,59,0.2542372881355932
XRP,Fear,3423.070449,468,0.4551282051282051
XRP,Greed,254.69152,288,0.3993055555555556
XRP,Neutral,287.358323,25,0.6
YGG,Extreme Fear,0.0,1,0.0
YGG,Extreme Greed,1.986852,4,0.25
YGG,Fear,958.7833300000001,14,0.8571428571428571
YGG,Greed,17.577084,4,0.5
ZEN,Extreme Greed,-1492.4,17,0.0
ZEN,Greed,17.009293,13,0.6153846153846154
ZEREBRO,Extreme Fear,0.0,1,0.0
ZEREBRO,Fear,10652.693067,402,0.8631840796019901
ZEREBRO,Neutral,39.96634,2,1.0
ZETA,Extreme Fear,0.0,1,0.0
ZETA,Extreme Greed,3299.87874,215,0.9395348837209302
ZETA,Fear,-0.020309999999999998,4,0.25
ZETA,Greed,1317.41492,24,0.9583333333333334
ZK,Extreme Greed,0.0,4,0.0
ZK,Fear,30.504777999999998,16,0.75
ZK,Greed,49.203661,34,0.47058823529411764
ZK,Neutral,19.948254,2,1.0
ZRO,Extreme Fear,0.0,1,0.0
ZRO,Extreme Greed,341.7053,6,1.0
ZRO,Fear,33.97469,11,0.2727272727272727
ZRO,Greed,36165.56933,24,0.9583333333333334
ZRO,Neutral,143808.737013,1146,0.3324607329842932
kBONK,Extreme Fear,0.0,7,0.0
kBONK,Extreme Greed,10121.358395,169,0.7751479289940828
kBONK,Fear,934.991223,56,0.35714285714285715
kBONK,Greed,19596.588777,383,0.6788511749347258
kBONK,Neutral,10807.649979,235,0.6808510638297872
kFLOKI,Greed,1556.721213,31,0.5806451612903226
kPEPE,Extreme Fear,-5.6938200000000005,23,0.0
kPEPE,Extreme Greed,1466.103189,86,0.3488372093023256
kPEPE,Fear,3743.026276,172,0.47674418604651164
kPEPE,Greed,12431.519584,777,0.35263835263835264
kPEPE,Neutral,4871.758988,95,0.6736842105263158
kSHIB,Extreme Greed,460.729914,12,0.4166666666666667
kSHIB,Fear,-207.96686400000002,16,0.25
kSHIB,Greed,0.0,3,0.0
